record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
1,WoS,Arisi,2023,"Dietary intake of anthocyanins improves arterial stiffness, but not endothelial function, in volunteers with excess weight: A randomized clinical trial",10.1002/ptr.7659,include,include,include,
2,WoS,Tsang,2018,Antioxidant Rich Potato Improves Arterial Stiffness in Healthy Adults,10.1007/s11130-018-0673-2,include,include,include,
3,WoS,Parmenter,2022,Higher habitual dietary flavonoid intake associates with lower central blood pressure and arterial stiffness in healthy older adults,10.1017/s000711452100324x,include,include,include,
4,WoS,Lilamand,2014,Flavonoids and arterial stiffness: Promising perspectives,10.1016/j.numecd.2014.01.015,exclude,exclude,exclude,Review or non-original article
5,WoS,Fairlie-Jones,2017,The Effect of Anthocyanin-Rich Foods or Extracts on Vascular Function in Adults: A Systematic Review and Meta-Analysis of Randomised Controlled Trials,10.3390/nu9080908,include,include,include,
6,WoS,Li,2020,Blood Orange Juice Consumption Increases Flow-Mediated Dilation in Adults with Overweight and Obesity: A Randomized Controlled Trial,10.1093/jn/nxaa158,include,include,include,
7,WoS,Mcanulty,2019,Time course of blueberry ingestion on measures of arterial stiffness and blood pressure,10.3233/jbr-190413,include,include,include,
8,WoS,Jennings,2012,Higher anthocyanin intake is associated with lower arterial stiffness and central blood pressure in women,10.3945/ajcn.112.042036,include,include,include,
9,WoS,Woolf,2023,Protective effects of blueberries on vascular function: A narrative review of preclinical and clinical evidence,10.1016/j.nutres.2023.09.007,exclude,exclude,exclude,Review or non-original article
10,WoS,Lynn,2014,Effect of a Tart Cherry Juice Supplement on Arterial Stiffness and Inflammation in Healthy Adults: A Randomised Controlled Trial,10.1007/s11130-014-0409-x,include,include,include,
11,WoS,Dohadwala,2011,Effects of cranberry juice consumption on vascular function in patients with coronary artery disease,10.3945/ajcn.110.004242,include,include,include,
12,WoS,Clark,2015,Efficacy of flavonoids in the management of high blood pressure,10.1093/nutrit/nuv048,exclude,exclude,exclude,Review or non-original article
13,WoS,Khani,2025,A systematic review of the mechanisms of cardiovascular disease reduction by dietary flavonoids: the impact of anthocyanins on flow-mediated dilation and blood rheology,10.1186/s40795-025-01086-2,include,include,include,
14,WoS,Ellis,2024,Effects of Anthocyanins on Cognition and Vascular Function: A Systematic Review,10.1002/mnfr.202300502,include,include,include,
15,WoS,Okamoto,2020,"Effects of blackcurrant extract on arterial functions in older adults: A randomized, double-blind, placebo-controlled, crossover trial",10.1080/10641963.2020.1764015,include,include,include,
16,WoS,Wood,2023,Wild blueberry (poly)phenols can improve vascular function and cognitive performance in healthy older individuals: a double-blind randomized controlled trial,10.1016/j.ajcnut.2023.03.017,include,include,include,
17,WoS,Kay,2012,"Relative impact of flavonoid composition, dose and structure on vascular function: A systematic review of randomised controlled trials of flavonoid-rich food products",10.1002/mnfr.201200363,include,include,include,
18,WoS,Kimble,2021,The influence of tart cherries (Prunus Cerasus) on vascular function and the urinary metabolome: a randomised placebo-controlled pilot study,10.1017/jns.2021.68,include,include,include,
19,WoS,Yamashita,2020,"Black Soybean Improves Vascular Function and Blood Pressure: A Randomized, Placebo Controlled, Crossover Trial in Humans",10.3390/nu12092755,include,include,include,
20,WoS,Liu,2025,"Purified Anthocyanins Indicated No Significant Effect on Arterial Stiffness, Four-Limb Blood Pressures and Cardiovascular Risk-A 12-Week Dose-Response Trial in Chinese Middle-Aged and Elderly Adults with Hyperglycemia",10.3390/nu18010112,include,include,include,
21,WoS,Guevara,2026,Effects of Oral Berry Supplementation on Blood Pressure in Adults with Hypertension or Elevated Blood Pressure: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,10.3390/nu18101504,include,include,include,
22,WoS,Johnson,2020,Effects of Montmorency Tart Cherry Juice Consumption on Cardiometabolic Biomarkers in Adults with Metabolic Syndrome: A Randomized Controlled Pilot Trial,10.1089/jmf.2019.0240,include,include,include,
23,WoS,Amini,2025,"Acute Effects of an Anthocyanin-Rich Blackcurrant Beverage on Markers of Cardiovascular Disease Risk in Healthy Adults: A Randomized, Double-Blind, Placebo-Controlled, Crossover Trial",10.1016/j.tjnut.2025.05.017,include,include,include,
24,WoS,Hügel,2016,Polyphenol protection and treatment of hypertension,10.1016/j.phymed.2015.12.012,exclude,exclude,exclude,Review or non-original article
25,WoS,Huang,2021,"Strawberry Consumption, Cardiometabolic Risk Factors, and Vascular Function: A Randomized Controlled Trial in Adults with Moderate Hypercholesterolemia",10.1093/jn/nxab034,include,include,include,
26,WoS,Mozos,2021,Effects of Anthocyanins on Vascular Health,10.3390/biom11060811,exclude,exclude,exclude,Review or non-original article
27,WoS,McAnulty,2014,Six weeks daily ingestion of whole blueberry powder increases natural killer cell counts and reduces arterial Stiffness in sedentary males and females,10.1016/j.nutres.2014.07.002,include,include,include,
28,WoS,Kivimäki,2013,Lingonberry juice lowers blood pressure of spontaneously hypertensive rats (SHR),10.1016/j.jff.2013.05.012,exclude,exclude,exclude,Animal or in vitro study
29,WoS,Godos,2019,"Dietary Polyphenol Intake, Blood Pressure, and Hypertension: A Systematic Review and Meta-Analysis of Observational Studies",10.3390/antiox8060152,include,include,include,
30,WoS,Jurja,2025,Blueberries and Honeysuckle Berries: Anthocyanin-Rich Polyphenols for Vascular Endothelial Health and Cardiovascular Disease Prevention,10.3390/nu17243888,exclude,exclude,exclude,Review or non-original article
31,WoS,Malinowski,2020,Bioactive Compounds and Their Effect on Blood Pressure-A Review,10.3390/nu12061659,exclude,exclude,exclude,Review or non-original article
32,WoS,Ahles,2021,"Effects of Berry Anthocyanins on Cognitive Performance, Vascular Function and Cardiometabolic Risk Markers: A Systematic Review of Randomized Placebo-Controlled Intervention Studies in Humans",10.3390/ijms22126482,include,include,include,
33,WoS,Kimble,2021,"The Influence of Tart Cherry (Prunus cerasus, cv Montmorency) Concentrate Supplementation for 3 Months on Cardiometabolic Risk Factors in Middle-Aged Adults: A Randomised, Placebo-Controlled Trial",10.3390/nu13051417,include,include,include,
34,WoS,Vendrame,2022,The Role of Berry Consumption on Blood Pressure Regulation and Hypertension: An Overview of the Clinical Evidence,10.3390/nu14132701,exclude,exclude,exclude,Review or non-original article
35,WoS,Knarik,2024,Effects of sour cherry fruits on platelet aggregation and arterial blood pressure,10.31989/ffhd.v14i8.1402,exclude,exclude,exclude,Review or non-original article
36,WoS,Safaeian,2016,The Effect of Protocatechuic Acid on Blood Pressure and Oxidative Stress in Glucocorticoid-induced Hypertension in Rat,,exclude,exclude,exclude,Animal or in vitro study
37,WoS,Istas,2018,Plasma urolithin metabolites correlate with improvements in endothelial function after red raspberry consumption: A double-blind randomized controlled trial,10.1016/j.abb.2018.05.016,include,include,include,
38,WoS,Charoenwoodhipong,2023,The Effect of Hokkaido Red Wines on Vascular Outcomes in Healthy Adult Men: A Pilot Study,10.3390/nu15184054,include,include,include,
39,WoS,Hellström,2010,"Blood pressure-lowering properties of chokeberry (Aronia mitchurinii, var. Viking)",10.1016/j.jff.2010.04.004,exclude,exclude,exclude,Animal or in vitro study
40,WoS,Jeong,2016,Black Raspberry Extract Increased Circulating Endothelial Progenitor Cells and Improved Arterial Stiffness in Patients with Metabolic Syndrome: A Randomized Controlled Trial,10.1089/jmf.2015.3563,include,include,include,
41,WoS,Khalili,2011,The Effects of Aqueous Extract of Vaccinium Arctostaphylos Leaves on Blood Pressure in Renal Hypertensive Rats,,exclude,exclude,exclude,Animal or in vitro study
42,WoS,Huang,2013,Bioactive Natural Constituents from Food Sources - Potential Use in Hypertension Prevention and Treatment,10.1080/10408398.2010.550071,exclude,exclude,exclude,Review or non-original article
43,WoS,Betanzos-Cabrera,2026,Postprandial Antihypertensive Evaluation of Microencapsulated Pomegranate Juice in Women With Mild Hypertension: A Randomized Pilot Study,10.1155/ijhy/7665540,include,include,include,
44,WoS,López-Fernández-Sobrino,2021,ACE Inhibitory and Antihypertensive Activities of Wine Lees and Relationship among Bioactivity and Phenolic Profile,10.3390/nu13020679,exclude,exclude,exclude,Animal or in vitro study
45,WoS,Vendrame,2019,Potential Factors Influencing the Effects of Anthocyanins on Blood Pressure Regulation in Humans: A Review,10.3390/nu11061431,exclude,exclude,exclude,Review or non-original article
46,WoS,Alqurashi,2016,Consumption of a flavonoid-rich acai meal is associated with acute improvements in vascular function and a reduction in total oxidative status in healthy overweight men,10.3945/ajcn.115.128728,include,include,include,
47,WoS,Tucci,2024,"A serving of blueberry (Vaccinium corymbosum) improves peripheral vascular function but not metabolic and functional markers in older subjects: A randomized, controlled, crossover study",10.1016/j.foodres.2024.115189,include,include,include,
48,WoS,Landberg,2012,Diet and endothelial function: from individual components to dietary patterns,10.1097/mol.0b013e328351123a,exclude,exclude,exclude,Review or non-original article
49,WoS,Pekas,2021,Combined anthocyanins and bromelain supplement improves endothelial function and skeletal muscle oxygenation status in adults: a double-blind placebo-controlled randomised crossover clinical trial,10.1017/s0007114520002548,include,include,include,
50,WoS,Del Bo',2013,A single portion of blueberry (Vaccinium corymbosum L) improves protection against DNA damage but not vascular function in healthy male volunteers,10.1016/j.nutres.2012.12.009,include,include,include,
51,WoS,Zhang,2018,A review on the structure-activity relationship of dietary flavonoids for protecting vascular endothelial function: Current understanding and future issues,10.1111/jfbc.12557,exclude,exclude,exclude,Review or non-original article
52,WoS,Grosso,2022,The Effect of Dietary Polyphenols on Vascular Health and Hypertension: Current Evidence and Mechanisms of Action,10.3390/nu14030545,exclude,exclude,exclude,Review or non-original article
53,WoS,Hassellund,2012,Effects of anthocyanins on blood pressure and stress reactivity: a double-blind randomized placebo-controlled crossover study,10.1038/jhh.2011.41,include,include,include,
54,WoS,Igwe,2017,Anthocyanin-rich plum juice reduces ambulatory blood pressure but not acute cognitive function in younger and older adults: a pilot crossover dose-timing study,10.1016/j.nutres.2017.08.006,include,include,include,
55,WoS,Sandoval-Ramírez,2022,The health benefits of anthocyanins: an umbrella review of systematic reviews and meta-analyses of observational studies and controlled clinical trials,10.1093/nutrit/nuab086,include,include,include,
56,WoS,Balestra,2016,A red orange extract modulates the vascular response to a recreational dive: a pilot study on the effect of anthocyanins on the physiological consequences of scuba diving,10.1080/14786419.2015.1107062,include,include,include,
57,WoS,Kent,2016,Acute reduction in blood pressure following consumption of anthocyanin-rich cherry juice may be dose-interval dependant: a pilot cross-over study,10.3109/09637486.2015.1121472,include,include,include,
58,WoS,Asgary,2017,Pomegranate Consumption and Blood Pressure: A Review,10.2174/1381612822666161010103339,exclude,exclude,exclude,Review or non-original article
59,WoS,Rodriguez-Mateos,2014,Impact of processing on the bioavailability and vascular effects of blueberry (poly)phenols,10.1002/mnfr.201400231,exclude,exclude,exclude,Other reason not meeting eligibility criteria
60,WoS,Pacheco-Hernández,2026,Antihypertensive Potential of Selected Edible Sources From the Northeastern Highlands of Puebla Mexico and Their Main Phenolic Compounds,10.1002/cbdv.71410,exclude,exclude,exclude,Animal or in vitro study
61,WoS,Bell,2019,"A pilot dose-response study of the acute effects of haskap berry extract (Lonicera caerulea L.) on cognition, mood, and blood pressure in older adults",10.1007/s00394-018-1877-9,include,include,include,
62,WoS,Nwachukwu,2015,Effect of Hibiscus sabdariffa on blood pressure and electrolyte profile of mild to moderate hypertensive Nigerians: A comparative study with hydrochlorothiazide,10.4103/1119-3077.163278,exclude,exclude,include,Other reason not meeting eligibility criteria
63,WoS,Ahles,2024,"Short-term Aronia melanocarpa extract supplementation improves cognitive performance: a randomized, double-blind, placebo-controlled cross-over study in healthy young adults",10.1007/s00394-024-03381-3,include,include,include,
64,WoS,Safaeian,2018,Antihypertensive and antioxidant effects of protocatechuic acid in deoxycorticosterone acetate-salt hypertensive rats,10.1016/j.biopha.2018.01.107,exclude,exclude,exclude,Animal or in vitro study
65,WoS,Wood,2019,Blueberries and cardiovascular disease prevention,10.1039/c9fo02291k,exclude,exclude,exclude,Review or non-original article
66,WoS,Keane,2016,"Montmorency Tart cherries (Prunus cerasus L.) modulate vascular function acutely, in the absence of improvement in cognitive performance",10.1017/s0007114516004177,include,include,include,
67,WoS,Loo,2016,Consumption of chokeberry (Aronia mitschurinii) products modestly lowered blood pressure and reduced low-grade inflammation in patients with mildly elevated blood pressure,10.1016/j.nutres.2016.09.005,include,include,include,
68,WoS,Ahles,2026,"Aronia melanocarpa extract supplementation affects brain vascular function and cognitive performance: A randomized, double-blind, placebo-controlled, cross-over study in older adults with overweight or obesity",10.1016/j.clnu.2025.106561,include,include,include,
69,WoS,Auger,2024,Potential of Anthocyanin-rich Products to Prevent and Improve Endothelial Function and Senescence: Focus on Anthocyanins,10.1021/acs.jafc.4c04727,exclude,exclude,exclude,Review or non-original article
70,WoS,López-Fernández-Sobrino,2021,Blood Pressure-Lowering Effect of Wine Lees Phenolic Compounds Is Mediated by Endothelial-Derived Factors: Role of Sirtuin 1,10.3390/antiox10071073,exclude,exclude,exclude,Animal or in vitro study
71,WoS,Tomisawa,2019,Effects of Blackcurrant Anthocyanin on Endothelial Function and Peripheral Temperature in Young Smokers,10.3390/molecules24234295,include,include,include,
72,WoS,Luna-Vázquez,2013,Nutraceutical Value of Black Cherry Prunus serotina Ehrh. Fruits: Antioxidant and Antihypertensive Properties,10.3390/molecules181214597,exclude,exclude,exclude,Animal or in vitro study
73,WoS,Han,2020,"The effect of sour cherry consumption on blood pressure, IL-6, CRP, and TNF-α levels: A systematic review and meta-analysis of randomized controlled trials sour cherry consumption and blood pressure",10.1016/j.jksus.2020.01.002,include,include,include,
74,WoS,Zibadi,2007,Oral administration of purple passion fruit peel extract attenuates blood pressure in female spontaneously hypertensive rats and humans,10.1016/j.nutres.2007.05.004,exclude,include,include,Animal or in vitro study
75,WoS,Curtis,2019,"Blueberries improve biomarkers of cardiometabolic function in participants with metabolic syndrome-results from a 6-month, double-blind, randomized controlled trial",10.1093/ajcn/nqy380,include,include,include,
76,WoS,Lewis,2013,Antihypertensive effect of passion fruit peel extract and its major bioactive components following acute supplementation in spontaneously hypertensive rats,10.1016/j.jnutbio.2012.11.003,exclude,exclude,exclude,Animal or in vitro study
77,WoS,Lajous,2016,Flavonoid intake and incident hypertension in women,10.3945/ajcn.115.109249,include,include,include,
78,WoS,Zhu,2011,Purified Anthocyanin Supplementation Improves Endothelial Function via NO-cGMP Activation in Hypercholesterolemic Individuals,10.1373/clinchem.2011.167361,include,include,include,
79,WoS,de Figueiredo,2017,Antioxidant and Antihypertensive Effects of a Chemically Defined Fraction of Syrah Red Wine on Spontaneously Hypertensive Rats,10.3390/nu9060574,exclude,exclude,exclude,Animal or in vitro study
80,WoS,Riso,2013,"Effect of a wild blueberry (Vaccinium angustifolium) drink intervention on markers of oxidative stress, inflammation and endothelial function in humans with cardiovascular risk factors",10.1007/s00394-012-0402-9,include,include,include,
81,WoS,Omachi,2025,"Phytochemical Profiles, In Vitro Antioxidants and Antihypertensive Properties of Wild Blueberries (Vaccinium angustifolium)",10.3390/foods14244281,exclude,exclude,exclude,Animal or in vitro study
82,WoS,Maaliki,2019,Flavonoids in hypertension: a brief review of the underlying mechanisms,10.1016/j.coph.2019.04.014,exclude,exclude,exclude,Review or non-original article
83,WoS,Jennings,2021,Microbial Diversity and Abundance of Parabacteroides Mediate the Associations Between Higher Intake of Flavonoid-Rich Foods and Lower Blood Pressure,10.1161/hypertensionaha.121.17441,exclude,include,include,Observational design
84,WoS,Draijer,2015,Consumption of a Polyphenol-Rich Grape-Wine Extract Lowers Ambulatory Blood Pressure in Mildly Hypertensive Subjects,10.3390/nu7053138,include,include,include,
85,WoS,Rahmani,2019,"The effect of Aronia consumption on lipid profile, blood pressure, and biomarkers of inflammation: A systematic review and meta-analysis of randomized controlled trials",10.1002/ptr.6398,include,include,include,
86,WoS,McKay,2010,Hibiscus Sabdariffa L. Tea (Tisane) Lowers Blood Pressure in Prehypertensive and Mildly Hypertensive Adults,10.3945/jn.109.115097,include,include,include,
87,WoS,Xu,2023,Anthocyanin attenuates high salt-induced hypertension via inhibiting the hyperactivity of the sympathetic nervous system,10.1080/10641963.2023.2233717,exclude,exclude,exclude,Animal or in vitro study
88,WoS,Kamyab,2022,"Pharmaceutical Properties of Hibiscus sabdariffa, Toward an Ideal Treatment for Hypertension",10.34172/ps.2021.68,exclude,exclude,exclude,Review or non-original article
89,WoS,Grohmann,2021,Efficacy of Bilberry and Grape Seed Extract Supplement Interventions to Improve Glucose and Cholesterol Metabolism and Blood Pressure in Different Populations-A Systematic Review of the Literature,10.3390/nu13051692,include,include,include,
90,WoS,Yarhosseini,2023,"Effect of Cornus mas L. fruit extract on blood pressure, anthropometric and body composition indices in patients with non-alcoholic fatty liver disease: A double-blind randomized controlled trial",10.1016/j.clnesp.2023.04.018,include,include,include,
91,WoS,Akagi,2024,Black Soybean Seed Coat Extract Improves Endothelial Function and Upregulates Oxidative Stress Marker Expression in Healthy Volunteers by Stimulating Nitric Oxide Production in Endothelial Cells,10.1089/jmf.2023.k.0149,include,include,include,
92,WoS,Norouzzadeh,2023,Dose-dependent effect of tart cherry on blood pressure and selected inflammation biomarkers: A GRADE-assessed systematic review and meta-analysis of randomized controlled trials,10.1016/j.heliyon.2023.e19987,include,include,include,
93,WoS,Niu,2025,The relationship between dietary flavonoid intake and hypertension: a cross-sectional study from NHANES,10.3389/fcvm.2025.1518549,include,include,include,
94,WoS,Chiu,2022,Improvement on blood pressure and skin using roselle drink: A clinical trial,10.1111/jfbc.14287,include,include,include,
95,WoS,Desai,2021,Effects of short-term continuous Montmorency tart cherry juice supplementation in participants with metabolic syndrome,10.1007/s00394-020-02355-5,include,include,include,
96,WoS,Festa,2021,Potential Benefits of Berry Anthocyanins on Vascular Function,10.1002/mnfr.202100170,exclude,exclude,exclude,Review or non-original article
97,WoS,Yamashita,2020,Black soybean improves the vascular function through an increase in nitric oxide and a decrease in oxidative stress in healthy women,10.1016/j.abb.2020.108408,include,include,include,
98,WoS,Ahles,2020,"The Effect of Long-TermAroniamelanocarpaExtract Supplementation on Cognitive Performance, Mood, and Vascular Function: A Randomized Controlled Trial in Healthy, Middle-Aged Individuals",10.3390/nu12082475,include,include,include,
99,WoS,Hillman,2026,"Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults",10.1177/02601060221111230,include,include,include,
100,WoS,Khan,2024,Optimization of Ultrasound Extraction of Total Anthocyanin From Berberis kaschgarica Rupr. by Response Surface Methodology and Its Antihypertensive Effect,10.1002/fsn3.4591,exclude,exclude,exclude,Animal or in vitro study
101,WoS,Liu,2014,Anthocyanin increases adiponectin secretion and protects against diabetes-related endothelial dysfunction,10.1152/ajpendo.00699.2013,exclude,exclude,exclude,Animal or in vitro study
102,WoS,Igwe,2020,"Low anthocyanin plum nectar does not impact cognition, blood pressure and gut microbiota in healthy older adults: A randomized crossover trial",10.1016/j.nutres.2020.08.003,include,include,include,
103,WoS,Hopkins,2013,Hibiscus sabdariffa L. in the treatment of hypertension and hyperlipidemia: A comprehensive review of animal and human studies,10.1016/j.fitote.2013.01.003,exclude,exclude,exclude,Review or non-original article
104,WoS,Edwards,2015,Phenolic Metabolites of Anthocyanins Modulate Mechanisms of Endothelial Function,10.1021/jf5041993,exclude,exclude,exclude,Animal or in vitro study
105,WoS,Keathley,2022,"Changes in systolic blood pressure, postprandial glucose, and gut microbial composition following mango consumption in individuals with overweight and obesity",10.1139/apnm-2021-0637,exclude,exclude,exclude,Other reason not meeting eligibility criteria
106,WoS,Del Bo,2014,A single serving of blueberry (V-corymbosum) modulates peripheral arterial dysfunction induced by acute cigarette smoking in young volunteers: a randomized-controlled trial,10.1039/c4fo00570h,include,include,include,
107,WoS,Godyla-Jablonski,2024,Effects of Anthocyanins on Components of Metabolic Syndrome-A Review,10.3390/nu16081103,exclude,exclude,exclude,Review or non-original article
108,WoS,Yadav,2026,The Role of Anthocyanins in Cardiovascular Health: A Review,10.2174/011573403x372621250716123921,exclude,exclude,exclude,Review or non-original article
109,WoS,Rodriguez-Mateos,2014,Berry (Poly)phenols and Cardiovascular Health,10.1021/jf403757g,exclude,exclude,exclude,Review or non-original article
110,WoS,Hayta,2018,"Antidiabetic, Antihypertensive and Antioxidant Properties of Grapevine Leaf Extracts Obtained by Ultrasound, Microwave Assisted, and Classical Solvent Extraction",10.1007/s10341-018-0406-6,exclude,exclude,exclude,Animal or in vitro study
111,WoS,Amiot,2016,Effects of dietary polyphenols on metabolic syndrome features in humans: a systematic review,10.1111/obr.12409,exclude,exclude,exclude,Other reason not meeting eligibility criteria
112,WoS,Rodriguez-Mateos,2013,"Blueberry intervention improves vascular reactivity and lowers blood pressure in high-fat-, high-cholesterol-fed rats",10.1017/s0007114512003911,exclude,exclude,exclude,Animal or in vitro study
113,WoS,Liu,2025,Anthocyanin attenuates pulmonary arterial hypertension and associated heart failure via improving mitochondrial function through Nrf2-dependent mechanism,10.1080/10641963.2025.2503805,exclude,exclude,exclude,Animal or in vitro study
114,WoS,Zhu,2017,Effects of blueberry supplementation on blood pressure: a systematic review and meta-analysis of randomized clinical trials,10.1038/jhh.2016.70,include,include,include,
115,WoS,Thandapilly,2012,Vascular and Cardiac Effects of Grape Powder in the Spontaneously Hypertensive Rat,10.1038/ajh.2012.98,exclude,exclude,exclude,Animal or in vitro study
116,WoS,Ye,2025,Anthocyanin-enriched purple potato flour modulates gut microbiota and short-chain fatty acids to prevent hypertension: insights from preclinical models and mendelian randomization analysis,10.1039/d5fo03028e,exclude,exclude,exclude,Animal or in vitro study
117,WoS,Wan,2024,Association between dietary flavonoid intake and hypertension among US adults,10.3389/fimmu.2024.1380493,include,include,include,
118,WoS,Vinson,2012,High-Antioxidant Potatoes: Acute in Vivo Antioxidant Source and Hypotensive Agent in Humans after Supplementation to Hypertensive Subjects,10.1021/jf2045262,include,include,include,
119,WoS,Butnariu,2023,Plant-food-derived Bioactives in Managing Hypertension: From Current Findings to Upcoming Effective Pharmacotherapies,10.2174/1568026623666230106144509,exclude,exclude,exclude,Review or non-original article
120,WoS,Yarmohammadi,2021,Effect of eggplant (Solanum melongena) on the metabolic syndrome: A review,10.22038/ijbms.2021.50276.11452,exclude,exclude,exclude,Review or non-original article
121,WoS,Salem,2022,A Comparative Study of the Antihypertensive and Cardioprotective Potentials of Hot and Cold Aqueous Extracts of Hibiscus sabdariffa L. in Relation to Their Metabolic Profiles,10.3389/fphar.2022.840478,exclude,exclude,exclude,Animal or in vitro study
122,WoS,Oki,2016,"Effect of consuming a purple-fleshed sweet potato beverage on health-related biomarkers and safety parameters in Caucasian subjects with elevated levels of blood pressure and liver function biomarkers: a 4-week, open-label, non-comparative trial",10.12938/bmfh.2015-026,include,include,include,
123,WoS,Kanthlal,2020,Antioxidant and vasorelaxant effects of aqueous extract of large cardamom in L-NAME induced hypertensive rats,10.1080/10641963.2020.1739699,exclude,exclude,exclude,Animal or in vitro study
124,WoS,Hu,2024,The association between flavonoids intake and hypertension in US adults: A cross-sectional study from The National Health and Nutrition Examination Survey,10.1111/jch.14807,include,include,include,
125,WoS,Herrera-Arellano,2004,Effectiveness and tolerability of a standardized extract from Hibiscus sabdariffa in patients with mild to moderate hypertension: a controlled and randomized clinical trial,10.1016/j.phymed.2004.04.001,include,include,include,
126,WoS,Igwe,2019,"Usual dietary anthocyanin intake, sources and their association with blood pressure in a representative sample of Australian adults",10.1111/jhn.12647,include,include,include,
127,WoS,Gai,2023,Recent advances in understanding dietary polyphenols protecting against hypertension,10.1016/j.tifs.2023.07.008,exclude,exclude,exclude,Review or non-original article
128,WoS,Escobar-Ramírez,2023,The Hypotensive and Vasodilatory Effects Observed in Rats Exposed to Chiranthodendron pentadactylon Larreat Flowers Can Be Attributed to Cyanidin 3-O-Glucoside,10.3390/molecules28237698,exclude,exclude,exclude,Animal or in vitro study
129,WoS,Wright,2013,"A randomized, double-blind, placebo-controlled trial of the effect of dried purple carrot on body mass, lipids, blood pressure, body composition, and inflammatory markers in overweight and obese adults: The QUENCH Trial",10.1139/cjpp-2012-0349,include,include,include,
130,WoS,Amaya,2025,MICROENCAPSULATED POWDERS OF AGRAZ (Vaccinium meridionale Swartz) FRUIT AS A CARRIER FOR METABOLITES WITH IN VITRO ANTIHYPERTENSIVE ACTIVITY,10.21577/0100-4042.20250175,exclude,exclude,exclude,Animal or in vitro study
131,WoS,Keane,2018,Effects of montmorency tart cherry (L-Prunus Cerasus) consumption on nitric oxide biomarkers and exercise performance,10.1111/sms.13088,include,include,include,
132,WoS,Marzouk,2021,A cost-effective HPLC-DAD method for quality and stability assessment of antihypertensive herbal extracts in their recently co-formulated nutraceutical product,10.1016/j.microc.2021.106563,exclude,exclude,exclude,Review or non-original article
133,WoS,Aoyama,2008,"Antioxidant, lipid-lowering and antihypertensive effects of red Welsh onion (Allium fistulosum) in spontaneously hypertensive rats",10.3136/fstr.14.99,exclude,exclude,exclude,Animal or in vitro study
134,WoS,Hollands,2018,4-Week consumption of anthocyanin-rich blood orange juice does not affect LDL-cholesterol or other biomarkers of CVD risk and glycaemia compared with standard orange juice: a randomised controlled trial,10.1017/s0007114517003865,include,include,include,
135,WoS,Guzmán-Gerónimo,2017,"Blue Maize Extract Improves Blood Pressure, Lipid Profiles, and Adipose Tissue in High-Sucrose Diet-Induced Metabolic Syndrome in Rats",10.1089/jmf.2016.0087,exclude,exclude,exclude,Animal or in vitro study
136,WoS,Cujic,2018,Characterization of dried chokeberry fruit extract and its chronic effects on blood pressure and oxidative stress in spontaneously hypertensive rats,10.1016/j.jff.2018.02.027,exclude,exclude,exclude,Animal or in vitro study
137,WoS,Khaled,2023,"Natural angiotensin converting enzyme inhibitors: A safeguard against hypertension, respiratory distress syndrome, and chronic kidney diseases",10.1002/ptr.7987,exclude,exclude,exclude,Review or non-original article
138,WoS,Shindo,2007,Effects of dietary administration of plant-derived anthocyanin-rich colors to spontaneously hypertensive rats,10.3177/jnsv.53.90,exclude,exclude,exclude,Animal or in vitro study
139,WoS,Rouyer,2019,"Effects of a High Fat Meal Associated with Water, Juice, or Champagne Consumption on Endothelial Function and Markers of Oxidative Stress and Inflammation in Young, Healthy Subjects",10.3390/jcm8060859,exclude,include,exclude,Other reason not meeting eligibility criteria
140,WoS,Al-Anbaki,2021,"Hibiscus sabdariffa, a Treatment for Uncontrolled Hypertension. Pilot Comparative Intervention",10.3390/plants10051018,include,include,include,
141,WoS,Serban,2015,Effect of sour tea (Hibiscus sabdariffa L.) on arterial hypertension: a systematic review and meta-analysis of randomized controlled trials,10.1097/hjh.0000000000000585,include,include,include,
142,WoS,Pokimica,2019,Chokeberry Juice Containing Polyphenols Does Not Affect Cholesterol or Blood Pressure but Modifies the Composition of Plasma Phospholipids Fatty Acids in Individuals at Cardiovascular Risk,10.3390/nu11040850,include,include,include,
143,WoS,Cassidy,2011,Habitual intake of flavonoid subclasses and incident hypertension in adults,10.3945/ajcn.110.006783,include,include,include,
144,WoS,Sato,2008,Effect of polyphenol-containing azuki bean (vigna angularis) extract on blood pressure elevation and macrophage infiltration in the heart and kidney of spontaneously hypertensive rats,10.1111/j.1440-1681.2007.04743.x,exclude,exclude,exclude,Animal or in vitro study
145,WoS,Mekhora,2026,"Impact of anthocyanin-rich black rice consumption on cognitive function, inflammation and microvascular function in older adults: a crossover intervention trial",10.1039/d5fo04351d,include,include,include,
146,WoS,Bahramsoltani,2019,Dietary polyphenols for atherosclerosis: A comprehensive review and future perspectives,10.1080/10408398.2017.1360244,exclude,exclude,exclude,Review or non-original article
147,WoS,Castro-rosas,2025,"Cahuiche (Vaccinium leucanthum Schltdl.): A berry with antioxidant, antihypertensive and antibacterial potential",10.17221/218/2024-cjfs,exclude,exclude,exclude,Animal or in vitro study
148,WoS,Park,2025,Polyphenolic fractions from black raspberry (Rubus occidentalis) attenuate inflammation and enhance endothelial function in HUVEC,10.1177/18785093251349611,exclude,exclude,exclude,Animal or in vitro study
